jpm2-pfrh	20120101_20121231_311Calls_LatGT0	 311 311 service requests 2010 2011 2012 service request status all service requests
gbih-sbdw	109-08 85	 311 311 service requests 2010 2011 2012 service request status all service requests
mnj8-mh7y	nothing	 park parks nature recreation location map cartography geographic healthy living
dpf3-yc2x	2000 Census Tracts (water areas included)	 2000 census tracts (water areas included) dcp census geographic location map cartography boundary block survey poll water water area
iiv7-jaj9	Fire Companies	 fire companies dcp geographic location map cartography safety fire flame boundary fireman
hmya-7jad	LES-Victor	 park parks nature recreation tree census arbor geographic manhattan
xk5z-jgqj	k	 education school services geographic location map cartography after school after-school program doitt gis
3pff-uw99	aaaaa map	 education school services geographic location map cartography after school after-school program doitt gis
cr42-atau	2	 geographic location map cartography zip code zip code boundary
vrn4-2abs	School Progress Report 2008-2009	 school progress report report card lifelong learning
2pkz-byyb	Demographic Projection Report - Enrollment Projections - New York City Public Schools prepared by the Grier Partnership Part B	 school construction authority sca demographic projection part b lifelong learning
yc6c-pk2a	Directory of City Resources	 ocdv combat domestic violence jobs economic mobility city services jobs and economic mobility
rafb-6xry	Directory of Programs List - Mayor's Office	 directory of programs list - mayor's office jobs and economic mobility economic opportunity young mens initiative
5fkx-9rt5	Tax credits	 hra human resources administration jobs and economic mobility tax credits
mbym-vp3s	Graduation Outcomes - Citywide - Classes of 2005-2011 - Ethnicity	 graduation outcome school citywide ethnicity lifelong learning
dn64-92ub	Medicaid income levels (ages 65 and up)	 jobs and economic mobility human resources administration hra medicaid
vp38-q6cf	Directory of Service Hotlines	 ocdv combat domestic violence jobs economic mobility hotlines jobs and economic mobility
r69u-62nw	Adult Medicaid income levels	 jobs and economic mobility human resources administration hra adult medicaid
i6as-kc83	Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - Total Cohort	 graduation outcome school apm total cohort lifelong learning
fxwm-3t4n	Math Test Results 2006-2012 - Citywide - All Students	 math test result grade citywide all student lifelong learning
6dn9-qgma	Active Uniform Staff By Rank And Gender	 department of correction doc rank warden deputy male female
mran-v46w	Sidewalk Café Regulations GIS: Geodatabase	 sidewalk café regulations gis: geodatabase department of city planning (dcp) restaurant cafe gdb
7vy4-ats6	Math Test Results 2006-2012 - Borough - SWD	 math test result grade borough swd lifelong learning
u52y-82rq	Subway_Entrances	 location map cartography basemap transit transportation train subway travel entrance station
q9mx-gjyn	Math Test Results 2006-2012 - Borough - Gender	 math test result grade borough gender lifelong learning
aqzx-rdua	10306	 electricity energy environment planning power utilities
qymm-9dsa	CLIQUE NOVA YORK	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
u9h6-cbr2	WiFi	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
gka5-35g6	2013-2-3_adr_wifi	 geographic location map cartography services wifi wireless hot spot access telecommunication
h6uq-44he	NEW VIEW	 energy power environment planning construction housing property
c6p4-65s7	From start of May 2012	 311 311 service requests 2010 2011 service request status all service requests
hh8u-rxfa	SI High Schools	 doe programs nyc data lifelong learning
8a8u-rb6z	wifi	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
m56t-68xh	heating	 311 311 service requests 2010 2011 2012 service request status all service requests
bfxz-fd5f	Taxi Compliments	 311 311 service requests 2010 2011 2012 service request status all service requests
rbiv-2rsz	311 in 10019, summer 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
hjnm-89hx	ODRA Family Assistance	 odra family assistance hra human resources
5xna-dx4a	DOTTS	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
tt9a-edfg	midwood noise complaints	 311 311 service requests 2010 2011 service request status all service requests
m2tg-rdxn	Noise 11374	 311 311 service requests 2010 2011 2012 service request status all service requests
m3tc-vrpw	Blocked Driveway - Queens - 2012	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
jvgk-jtds	HPD 2010 complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
6cne-um3h	2000 Census Blocks (water areas included)	 2000 census blocks (water areas included) dcp census geographic location map cartography boundary block survey poll water water area
hku4-fsg7	w 19 trees	 park parks nature recreation tree census arbor geographic manhattan
jkiz-wt49	Graduation Outcomes - Citywide - Classes of 2005-2011 - SWD	 graduation outcome school citywide swd lifelong learning
yizy-365y	NYCHA Applicant Income Limits	 nycha nyc housing public housing application subsidized housing
avsi-2fp7	Graduation Outcomes - School Level - Classes of 2005-2011 - SWD	 graduation outcome school gender lifelong learning
5fn2-n363	Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - Ethnicity	 graduation outcome school apm ethnicity lifelong learning
qrec-w6qj	Recchia_Local	 city council schedule c discretionary funding
yfd5-gbkr	Building Damage by Earthquake Return Period	 oem emergency management services earthquake damage return period
yhfh-vyns	English Language Arts (ELA) Test Results 2006-2012 - District - All Students	 english language arts ela test grade district lifelong learning
432v-a7hc	Population Of Selected Asian Race Subgroups In New York City By Borough	 dcp city planning population growth race asian borough
kwk4-6u9e	NYC School Survey	 school survey doe education
2enn-s52j	Adult family health plus levels	 jobs and economic mobility human resources administration hra health plus adult
sqb7-p8nz	Graduation Outcomes - Borough - Classes of 2005-2011 - Gender	 graduation outcome school borough gender lifelong learning
fjge-cicq	Directory of Daytime Warming Centers	 oem emergency management services warming center shelter
8d8k-sskp	Womens Facilies	 women woman family families resource network
w5y2-8cs3	English Language Arts (ELA) Test Results 2006-2012 - Borough - Gender	 english language arts ela test grade borough gender lifelong learning
3qvp-i346	Off the Grid	 geographic location map cartography transportation street center centerline road alley path
d4iy-9uh7	Directory of All NYCHA Facilities	 nycha nyc housing developments buildings community centers senior centers day care centers 5 boroughs
38ib-pjw5	Graduation Outcomes - Citywide - Classes of 2005-2011 - ELL	 graduation outcome school citywide ell lifelong learning
3mrr-8h5c	Math Test Results 2006-2012 - School - All Students	 math test result grade school all student lifelong learning
tbvj-mbps	English Language Arts (ELA) Test Results 2006-2012 - District - ELL	 english language arts ela test grade district lifelong learning
fxqn-s5ig	Lower Manhattan	 department for the aging dfta senior citizen elderly aging directory
i99z-ad8n	Math Test Results 2006-2012 - School - SWD	 math test result grade school swd lifelong learning
489r-gebn	Electronic Store w/ flyouts	 retail sale sell license store electronics consumer affairs dca
53ry-hhs7	wifi maps	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
b262-jq2c	Marigold1	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
5798-gd99	Gramercy East Village	 geographic location map cartography property building perimeter
nw34-bxti	new view	 energy power environment planning construction housing property
afsf-hz68	ODRA Job Place Trends	 odra job place trends hra human resources
6gi6-p5qv	June10-May11	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
nczx-7aki	1/27/12-2/2/12	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
ect6-rj3p	Safety Net Assistance (SNA) recipients	 safety net assistance (sna) recipients hra human resources trends
fqry-3q7t	311 DPR 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
anfv-hhsi	Manhattan - 2012 - Street Condition	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
jarf-zmpp	215 BUSH STREET COMPLAINTS	 311 311 service requests 2010 2011 2012 service request status all service requests
prws-ja3a	4/14-4/20	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
jh9a-kfnc	2/3-2/9	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
eg6j-43e7	37-58 81	 311 311 service requests 2010 2011 2012 service request status all service requests
ammg-6itx	12/23/11-12/29/11	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
8vzq-3yz2	10/28-11/3	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
